SET_NAME,PATTERN_NAME,SMARTS,MIN_COUNT,SEVERITY_SCORE,SEVERITY_COMMENT,COVALENT,SPECIAL_MOL,ORIGINAL_SET,SET_DESCRIPTION,SOURCE,REFERENCE,NumMatchesPubChem2018,EX1,CID_Ex1,EX2,CID_Ex2,EX3,CID_Ex3,EX4,CID_Ex4,EX5,CID_Ex5
NIBR_Screeningdeck_2019,boronic_acid,[#6]-[#5](~[#8])~[#8],1,0,ANNOTATION,1,0,Inhouse,N.A.,inhouse,no ref,169949,B1(OC2=CC=CC=C2O1)/C=C(/CCCCCC)\[Si](C)(C)C3=CC=CC=C3,100975648,B1(OC(C(O1)(C)C)(C)C)/C=C(/COC2CCCCO2)\[Si](C)(C)C3=CC=CC=C3,100975649,B(C1=CC(=CC(=C1CCCCCCCCCCCC)B(O)O)CCCCCCCCCCCC)(O)O,100976274,B(C1=CC=CC(=CN[C@H]2CCCC[C@@H]2NC=C3C=CC=C(C3=O)B(O)O)C1=O)(O)O,100976401,B([C@H]1C[C@@H]1CCCCCC)(O)O,100977733
NIBR_Screeningdeck_2019,branched_polycyclic_aromatic,a1(a2aa(a3aaaaa3)aa(a4aaaaa4)a2)aaaaa1,1,1,FLAG,0,0,BMS,Exclusion and informational filters for HTS and hit list triaging,literature,"Pearce, B. C., Sofia, M. J., Good, A. C., Drexler, D. M., & Stock, D. A. (2006). An empirical process for the design of high-throughput screening deck filters. Journal of chemical information and modeling, 46(3), 1060-1068.",116661,C1=CC(=CC(=C1)Br)C2=CC(=[O+]C(=C2)C3=CC(=CC=C3)Br)C4=CC(=CC=C4)Br,100977171,C1=CC(=CC=C1CC2=CC=NC=C2)C3=NC(=NC(=N3)C4=CC=C(C=C4)CC5=CC=NC=C5)C6=CC=C(C=C6)CC7=CC=NC=C7,100977967,CC(C)(C)OCCCCOCC1=CN=C(C=C1)C2=NC(=CC=C2)C3=CC(=NC(=N3)C4=CC=CC=C4)C5=CC=CC(=N5)C6=NC=C(C=C6)COCCCCOC(C)(C)C,100979078,CCCCCCCCCCCCOC1=CC(=C(C=C1C#CC2=CC=C(C=C2)C#CC3=CC(=C(C=C3OCCCCCCCCCCCC)C#CC4=CC(=C(C=C4OCCCCCCCCCCCC)C5=CC(=NC(=C5)C6=CC=CC=N6)C7=CC=CC=N7)OCCCCCCCCCCCC)OCCCCCCCCCCCC)OCCCCCCCCCCCC)C#CC8=CC(=C(C=C8OCCCCCCCCCCCC)C9=CC(=NC(=C9)C1=CC=CC=N1)C1=CC=CC=N1)OCCCCCCCCCCCC,100979214,CN(C)C1=CC=C(C=C1)C2=CC(=[N+](C(=C2)C3=CC=C(C=C3)N(C)C)C4=CC=C(C=C4)C5=CC(=NC(=C5)C6=CC=CC=N6)C7=CC=CC=N7)C8=CC=C(C=C8)N(C)C,100980018
NIBR_Screeningdeck_2019,C_S_double_bond_count,[#6]=S,1,1,FLAG,0,0,Inhouse,N.A.,inhouse,no ref,2017872,C1CCC2=C(C1)C=CC(=C2)OCC3=NNC(=S)N3/N=C\C4=CC=C(C=C4)[N+](=O)[O-],100975414,C(=C(S)[S])=[SH+],100975865,COC1=CC=C(C=C1)CN2CC(C(C2=S)C(=O)OC)C=C,100975932,C1C=CN(C=C1C(=S)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O,100976318,C1=CC2=C(C=C1NC(=S)NCCNC(=O)CCCCCCCCO[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)OC24C5=C(C=C(C=C5)O)OC6=C4C=CC(=C6)O,100976390
NIBR_Screeningdeck_2019,C3_linker_simple_count_3,"[#8,#7&v3,#16&v2]-[CH2]-[CH2]-[CH2]-[#8,#7&v3,#16&v2]",3,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,14158,C1CN(CCCN(CCCN(C1)CC[C@@H](C(=O)O)O)CC[C@@H](C(=O)O)O)CC[C@@H](C(=O)O)O,100975510,CN(/N=C\C1=CC=CC=C1)[P+]2(N3CCCNCCCNCCCN2CC3)[S-],100975851,CN([P+]1(N2CCNC(=O)CC(=O)NCCN1CCC2)[S-])/N=C\C3=CC=C(C=C3)O[P+]([S-])(OC4=CC=C(C=C4)/C=N\N([P+]5(N6CCNC(=O)CC(=O)NCCN5CCC6)[S-])C)OC7=CC=C(C=C7)/C=N\N([P+]8(N9CCNC(=O)CC(=O)NCCN8CCC9)[S-])C,100975853,CC(C)C[C@@H](C(=O)NCCCN(CCCNC(=O)[C@H](CC(C)C)N(CCCNC(=O)OC(C)(C)C)CCCNC(=O)OC(C)(C)C)[C@@H](CC(C)C)C(=O)NCC(=O)O)N(CCCNC(=O)OC(C)(C)C)CCCNC(=O)OC(C)(C)C,100977479,C1CN=CC2=CC=C(O2)C=NCCCN3CCCN=CC4=CC=C(O4)C=NCCCN(C1)CCCN=CC5=CC=C(O5)C=NCCC3,100980245
NIBR_Screeningdeck_2019,carbanion,[#6;-1;!$([#6;-1]~[*;+1])],1,2,EXCLUDE,1,0,Inhouse,N.A.,inhouse,no ref,205108,[HH].[HH].[CH-]=CC=[CH+].[Sn],100975354,[Li].[Li].C1=C[C-]=C[C+]=C1,100975895,CC1=CC2=C(C=C1)C(=[CH+])C=C[CH-]2,100976225,[CH+]=C1C=C2C=CC=C[C-]2C3=CC=CC=C13,100976227,[CH+]=C1C=C[C-]2C=CC3=CC=CC4=C3C2=C1C=C4,100976229
NIBR_Screeningdeck_2019,carbodiimides,N=C=N,1,2,EXCLUDE,1,0,Inhouse,N.A.,inhouse,no ref,5201,CCCCOC(=O)C1=CC=C(C=C1)N=C=NC2=CC=C(C=C2)C(=O)OCCCC,100994081,[Li].CC(C)[Si](C1=NC2=C(N=C=N[C]2N1[C@H]3[C@H]4[C@@H]([C@H](O3)COC(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)OC(O4)(C)C)Cl)(C(C)C)C(C)C,100996557,CC(C)C1=CC(=C(C(=C1N=C=O)C(C)C)NN=C=NNC2=C(C=C(C(=C2C(C)C)N=C=O)C(C)C)C(C)C)C(C)C,100913000,COC1=CC=C(C=C1)N=C=N/C(=C/C2=CC=CC=C2)/C3=CC=CC=C3,100919185,CCN=C=NCCCN(C)C.C=C.Cl,87575427
NIBR_Screeningdeck_2019,carboxyclic_acid_halides,"[O,S]=C-[F,Cl,Br,I]",1,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,93946,C1=CC(=CC(=C1)CC(=O)Cl)C(=O)Cl,100976254,CC1=C([N+](=C(N1C(C)C)C(=O)Cl)C(C)C)C,100976528,CC(C1CC1)NC(=O)C[C@@H](C(=O)F)NC(=O)OCC2=CC3=CC=CC=C3S2(=O)=O,100978625,CC(C)(C=C)C1=C(C2=CC=CC=C2N1)C3=C(C4=CC=CC=C4N3)CC(=O)Cl,100980335,C1=CC=C2C(=C1)C=C(C(=O)C2=NNC3=CC=C(C=C3)C4=CC=C(C=C4)NN=C5C6=CC=CC=C6C=C(C5=O)C(=O)Cl)C(=O)Cl,100980464
NIBR_Screeningdeck_2019,carboxylic_acid_count_3,[#6]-C(=O)[OH],3,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,144631,C1CN(CCCN(CCCN(C1)CC[C@@H](C(=O)O)O)CC[C@@H](C(=O)O)O)CC[C@@H](C(=O)O)O,100975510,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C(C(=C(N5)C=C1N2)C=CN=O)(C)O)C)CCC(=O)N[C@@H](CC(=O)O)C(=O)O)C(=C3C)CCC(=O)N[C@@H](CC(=O)O)C(=O)O)C=C,100976168,C1=C(C=C(OC1=O)C(=O)O)[C@H]2[C@@H](C(=CC3=CC(=C(C=C23)O)O)C(=O)O)C(=O)O,100978044,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)([C@H](CO)[C@@H]([C@H]2[C@@H]([C@H](C[C@@](O2)(C(=O)O)O[C@H](CO)[C@H]([C@H]3[C@@H]([C@H](C[C@](O3)(C(=O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)C(=O)O)O,100978848,C1C2=C(C(=CC=C2)CC3=C(C(=CC=C3)CC4=C(C(=CC=C4)CC5=CC=CC(=C5OCC(=O)O)CC6=CC=CC(=C6OCC(=O)O)CC7=CC=CC1=C7OCC(=O)O)OCC(=O)O)OCC(=O)O)OCC(=O)O,100979111
NIBR_Screeningdeck_2019,catechole,"c(-[O,N,S;!$(N[C,S]=O);H1,H2;R0])1c(-[O,N,S;!$(N[C,S]=O);H1,H2;R0])cccc1",1,2,EXCLUDE,1,0,Inhouse,N.A.,inhouse,no ref,334028,COC1=CC=C(C=C1)NC2=C(C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O)O,100975920,C1CN2[C@@H](C3=CC(=C(C=C3CC2C4=CC(=C(C=C41)O)O)O)O)CC5=CC=C(C=C5)O,100976397,C1=CC=C(C=C1)/C=C/C(=O)OC[C@H]([C@@H]2[C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O,100976676,COC1=C(C=CC(=C1)C2=C3C(=C(C4=CC(=C(C=C42)O)O)O)COC3=O)O,100976691,COC1=C(C=C(C=C1)[C@H]2[C@@H](C(=CC3=CC(=C(C=C23)O)O)C(=O)OC)C(=O)OC)OC,100978041
NIBR_Screeningdeck_2019,CF2_CF3_acetal,"[Cl,F,Br,I]C([Cl,F,Br,I])([Cl,F,Br,I])C([N,O,S])([N,O,S])C([Cl,F,Br,I])([Cl,F,Br,I])[Cl,F,Br,I]",1,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,3736,CCO[P+](NC(C(F)(F)F)(C(F)(F)F)NC1=NOC(=C1)C)([O-])OCC,100986329,CC(C1(C(OC(OC1(F)F)(C(F)(F)F)C(F)(F)F)(F)F)C(OC)(F)F)(F)F,89033380,CCC(C)(NC1=NC(NC(=O)N1)(C(F)(F)F)C(F)(F)F)P(=O)(OC)OC,14361114,C1=CC=C(C=C1)C=C2C(=O)OC(O2)(C(F)(F)F)C(F)(F)F,71403367,C(C(F)(F)Cl)(C(F)(F)Cl)(O)O,71421466
NIBR_Screeningdeck_2019,CF2_CF3_count_3,[C;$(C(F)F)],3,1,FLAG,0,0,Inhouse,N.A.,inhouse,no ref,173747,CC1=C2C(=CC(=C1)C(C)(C)C)S(=O)(=O)C3=CC(=CC(=C3OP(O2)(OC4=CC=CC(=C4)C(F)(F)F)(OC5=CC=CC(=C5)C(F)(F)F)OC6=CC=CC(=C6)C(F)(F)F)C)C(C)(C)C,100975426,C(#N)NS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,100975647,CCOC(=O)N(C(=C(C(F)(F)F)C(F)(F)F)F)N(C(=C(C(F)(F)F)C(F)(F)F)F)C(=O)OCC,100976105,CCO[P+](/C(=C\C1=CC=CC=C1)/OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)([O-])OCC,100976313,C1=CC=C2C(=C1)C=CN3C2=C(C=C3C#N)C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(F)F)(F)F,100977014
NIBR_Screeningdeck_2019,CF2_CF3_count_5,[C;$(C(F)F)],5,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,62731,C(#N)NS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,100975647,C1=CC=C2C(=C1)C=CN3C2=C(C=C3C#N)C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(F)F)(F)F,100977014,CC(O[C@H](C1=CC=CC=C1)C(=O)OC)OC(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,100980440,C1=C2C=C(C(=O)OC2=C(C=C1C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F,100980960,C1=C(C=C(C=C1C(F)(F)F)[As](=O)(C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(F)(F)F,100981051
NIBR_Screeningdeck_2019,CH_alkinyl_EWG,"[CH]#C-[$([#6]=[#8,#16]),$([#7,#15,#16]=[#8]),$(C#N),$(C(F)(F)F)]",1,0,ANNOTATION,1,0,Inhouse,N.A.,inhouse,no ref,8621,CC(C)C(=[OH+])C#C,100977562,C/C=C/C=C/COC(=O)[C@H]1CCCC[C@@H]1COC(=O)C#C,100998864,CCCCCCCC(C)(C)C(=O)C#C,129257193,CC(C)(CC(=O)C#C)I,129257216,C[C@H]1C[C@H](CN(C1)C2=C3C=CC=NC3=C(C=C2)C(F)(F)F)NC(=O)C#C,129257508
NIBR_Screeningdeck_2019,CH_alkinyl_HetAr,"[CH]#C-[c;$(c1n[a;!$(a=*)][a;!$(a=*)][a;!$(a=*)]n1),$(c1n[a;!$(a=*)]n[a;!$(a=*)][a;!$(a=*)]1),$(c1nn[a;!$(a=*)][a;!$(a=*)][a;!$(a=*)]1),$(c1c(-[$([#6,#7,#15,#16]~[#8;X1]),$(C#N),$(C=N)])[a;!$(a=*)][a;!$(a=*)][a;!$(a=*)]n1),$(c1n[a;!$(a=*)]c(-[$([#6,#7,#15,#16]~[#8;X1]),$(C#N),$(C=N)])[a;!$(a=*)][a;!$(a=*)]1),$(c1c(-[$([#6,#7,#15,#16]~[#8;X1]),$(C#N),$(C=N)])[a;!$(a=*)]n[a;!$(a=*)][a;!$(a=*)]1)]",1,0,ANNOTATION,1,0,Inhouse,N.A.,inhouse,no ref,1218,CC1=NC(=CC(=N1)C(=O)OC)C#C,87577792,CC1=CC(=NN1)NC2=NC(=NC(=C2)C#C)N3CCC[C@H]3C4=CC(=NO4)C5=CC=CC=N5,87586595,CSC1=NC=CC(=N1)C#C.CSC1=NC=CC(=N1)I,87592828,COC1=CC(=NC(=N1)C#C)OC,123770537,C#CC1=C(C(=NC2=CC=CC=C21)C(F)(F)F)C(=O)O.C1CC=CC=C1,87940705
NIBR_Screeningdeck_2019,chelator_phenathrolin_like,"[n;R1;X2;!$([n;R1;X2]1:[a;R2](:[a;R2,R3]):[a;R2](:[a;R2,R3]):[n;R1;X2]aa1);!$([n;R1;X2]1:[a;R2](:[a;R2,R3]):[a;R2](:[a;R2,R3]):[n;R1;X2]a1);!$([n;R1;X2]1:[a;R2](:[a;R2,R3]):[a;R2](:[a;R2,R3]a1):[n;R1;X2]);!$([n;R1;X2]1:[a;R2](:[a;R2,R3]):[a;R2](:[a;R2,R3]aa1):[n;R1;X2])]:[a;R2](:[a;R2,R3]):[a;R2](:[a;R2,R3]):[n;R1;X2;!$([n;R1;X2]1:[a;R2](:[a;R2,R3]):[a;R2](:[a;R2,R3]a1):[n;R1;X2]);!$([n;R1;X2]1:[a;R2](:[a;R2,R3]):[a;R2](:[a;R2,R3]aa1):[n;R1;X2])]",1,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,22710,C=CCOCCOCCOCCC1=CC=C(C=C1)C2=NC3=C(C=CC4=C3N=C(C=C4)C5=CC(=CC=C5)C6=NC7=C(C=CC8=C7N=C(C=C8)C9=CC=CC(=C9)C1=NC3=C(C=CC4=C3N=C(C=C4)C3=CC=C(C=C3)CCOCCOCCOCC=C)C=C1)C=C6)C=C2,100976862,CC1([C@@H]2CC[C@H]1C3=C2C=C4C=CC5=C(C4=N3)N=CC=C5)C,100977021,CCC1=C(C2=C(C3=NC(=CC4=C(C(=C(N4)C(=C5C(=C(C(=N5)C=C1N2)CC)C)C6=CC(=CC(=C6)C(C)(C)C)C(C)(C)C)C)CC)C(=C3C)CC)C7=CC=C(C=C7)C8=NC9=C(C=CC1=C9N=C(C=C1)C1=CC=C(C=C1)C1=C2C(=C(C(=CC3=NC(=C(C4=C(C(=C(N4)C=C4C(=C(C1=N4)C)CC)CC)C)C1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C)C(=C3CC)C)N2)CC)C)C=C8)C,100977447,C1=CC2=C(C3=C(C=CC=N3)C4=NC5=C(C=C6C(=C5)N=CC=N6)N=C24)N=C1,100978408,C1=CC2=C(C3=C1C=CC(=N3)CNCCCCNCC4=CC=NC=C4)N=C(C=C2)CNCCCCNCC5=CC=NC=C5,100978753
NIBR_Screeningdeck_2019,chlorates,Cl~O,1,2,EXCLUDE,0,0,LINT,"reactive groups and compounds or functionalities that have been shown to be mutagenic or carcinogenic, or tend to give false positives in high-throughput screens",literature,"Blake, J. F. Identification and evaluation of molecular properties related to preclinical optimization and clinical fate. Med. Chem. (Sharjah, United Arab Emirates) 2005, 1, 649– 655, DOI: 10.2174/157340605774598081",22200,C(COP(=O)(O)OCl)O,129250812,C1CC1NC2=NC=NC(=C2OCl)N,129261390,CCC[NH+]1C(C(C2=CC=CC=C21)(C)C)/C=C/C3=C(/C(=C\C=C/4\C(C5=CC=CC=C5N4CCC)(C)C)/CCC3)Cl.[O-]Cl(=O)(=O)=O,87578208,C1(=C(C(=O)C1=O)OCl)OCl,87581295,CC(C)OP(=O)(OCl)OCl.C(C(CO)(CO)N)O,87582309
NIBR_Screeningdeck_2019,conjugated_alkenes,C=[C!R]-[C!R]=C,1,1,FLAG,0,0,Inhouse,N.A.,inhouse,no ref,498752,[HH].[HH].[CH-]=CC=[CH+].[Sn],100975354,CCCCN(CCCC)C1=CC=C(C=C1)/C=C/C=C(C#N)C#N,100975862,C[C@@H]1[C@H]([C@@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@H]([C@@H]2O)O)O[C@@H]3[C@H]([C@@H](CO[C@H]3N4[C@H](C(=O)/C(=C(/C=C/C=C/C=C/C=C/C=C(\C=C(/C)\Cl)/Cl)\O)/C4=O)CC(=O)N)O)O)O)O,100975898,C/C=C/C=C/C[C@@]1(C[C@]1(/C=C/COCC2=CC=CC=C2)O[Si](C)(C)C)C(=O)OC,100975942,CC/C=C\C/C=C\C/C=C/C=C/[C@@H](C/C=C\CCCCCC(=O)OC)O,100975955
NIBR_Screeningdeck_2019,conjugated_dithioether,SC(=[!r])S,1,2,EXCLUDE,0,0,SureChEMBL,"subset of the ToxAlert database, tructural alerts for toxic chemicals and compounds with potential adverse reactions",literature,SureChEMBL ToxAlerts WebPage. https://www.surechembl.org/knowledgebase/169485-non-medchem-friendly-smarts,20999,C(=C(S)[S])=[SH+],100975865,CCCCCOC1=C(SC(=C1OCCCCC)C=C2SC(=C(S2)SC)SC)C=C3SC(=C(S3)SC)SC,100976302,COC1=C(C=C(C=C1)C(=O)C=C(SC)SC)[N+](=O)[O-],100976511,CCSC(=CC1=C(N(N=C1C)C2=CC=CC=C2)Cl)SCC,100977285,C1=CC=C(C=C1)C=C2SC(=C(S2)C#N)C#N,100979230
NIBR_Screeningdeck_2019,crown_ether,"[$([O,S,#7;R1;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][O,S,#7;R1;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][O,S,#7;R1;!r3;!r4;!r5;!r6;!r7;!r8]),$([O,S,#7;R1;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][O,S,#7;R1;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][O,S,#7;R1;!r3;!r4;!r5;!r6;!r7;!r8]),$([O,S,#7;R1;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][O,S,#7;R1;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][CH,CH2;!r3;!r4;!r5;!r6;!r7;!r8][O,S,#7;R1;!r3;!r4;!r5;!r6;!r7;!r8])]",1,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,60468,C1CN(CCCN(CCCN(C1)CC[C@@H](C(=O)O)O)CC[C@@H](C(=O)O)O)CC[C@@H](C(=O)O)O,100975510,C1COCCOC[C@@H]2COCC3(O2)COC[C@H](O3)COCCO1,100975654,CCCCCCCCC(C(=O)N1CCOCCOCCOCCOCC1)OC2=CC=CC=C2OCCOC3=CC=CC=C3OC(CCCCCCCC)C(=O)N4CCOCCOCCOCCOCC4,100975672,C1CNC(=O)COC2=CC=CC=C2OCCOCCOC3=CC=CC=C3OCC(=O)N1,100975678,CCCCCCCCCCCCCCC1C(=O)NC2=CC=CC=C2NC(=O)C(OC3=CC=CC=C3OCCOCCOC4=CC=CC=C4O1)CCCCCCCCCCCCCC,100975683
NIBR_Screeningdeck_2019,cumarine,c1ccc2c(c1)ccc(=O)o2,1,0,ANNOTATION,0,0,Brenk,"Unwanted functionalities like potentially mutagenic groups, unfavourable pharmacokinetic properties, reactive groups, or compounds which are likely to interfere with typical HTS assays",literature,"Brenk, R.; Schipani, A.; James, D.; Krasowski, A.; Gilbert, I. H.; Frearson, J.; Wyatt, P. G. Lessons learnt from assembling screening libraries for drug discovery for neglected diseases. ChemMedChem 2008, 3, 435– 444, DOI: 10.1002/cmdc.200700139",278669,CCCCOC1=CC=CC=C1C(C2=C(C3=CC=CC=C3OC2=O)O)C4=C(C5=CC=CC=C5OC4=O)O,100975986,CCOC(=O)/C(=C/C1=CC(=O)OC2=C1C=CC(=C2)OC)/C,100975999,CCC1=C(C(=O)OC2=CC=CC=C21)Cl,100976864,CC1=CC(=O)OC2=C1C=CC(=C2)OCCCCCCOC3=CC(=C(C=C3I)OCCCCCCOC4=CC5=C(C=C4)C(=CC(=O)O5)C)I,100978847,C[C@]12CC[C@@](C1(C)C)(OC2=O)C(=O)O[C@H]3[C@H](C(OC4=C3C5=C(C=C4)C(=CC(=O)O5)OC)(C)C)OC(=O)[C@]67CC[C@@](C6(C)C)(C(=O)O7)C,100980470
NIBR_Screeningdeck_2019,Cyanamides,N[CH2]C#N,1,0,ANNOTATION,0,0,Glaxo,N.A.,inhouse,no ref,71857,C1[C@H](N([C@H](O1)C2=CC=CC=C2)CC#N)C3=CC=CC=C3,100976002,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)CC#N)OC(=O)CCCCCCC/C=C\CCCCCCCC,100997095,C1C[C@@]2(C=C[C@H]1C[C@@H]2NCC#N)O,100997785,C[C@H]1C[C@H](CNC1)N(CC#N)C2=C3C(=NC=C2)N=CC=N3.Cl,129250767,CC(C)NCCC(C)NCC#N,129265099
NIBR_Screeningdeck_2019,cyanate,"[#8,#7;!$([#7]=[#6](-[#7])-[#7]);!$([#7]-[#6](=[#7])-[#7]);!$([#7]:[#6](:[#7]):[#7])]-C#N",1,1,FLAG,0,0,Inhouse,N.A.,inhouse,no ref,48865,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)NC#N,100975635,C1=CC(=CC(=C1)S(=O)(=O)NC#N)[N+](=O)[O-],100975640,C(#N)NS(=O)(=O)C1=C(C(=C(C(=C1F)F)F)F)F,100975642,C(#N)NS(=O)(=O)C1=C(C(=C(C(=C1Br)Br)Br)Br)C(=O)O,100975643,CC1=CC(=C(C(=C1)C)S(=O)(=O)NC#N)C,100975645
NIBR_Screeningdeck_2019,cyanhydrine,"[#8;H1,$([#8]-[#6,#16,#15]=[#8])]-[#6;X4]-[#6]#[#7]",1,1,FLAG,0,0,Inhouse,N.A.,inhouse,no ref,26302,CCC[C@H](C#N)OS(=O)(=O)C1=CC=C(C=C1)[N+](=O)[O-],100977703,CCCC[C@](C)(C#N)OS(=O)(=O)C,100977714,C1[C@@H]2C[C@@H]3[C@]([C@H]1C[C@@H]([C@]2(O3)C#N)Br)(C#N)O,100979877,CC(C)[C@@H](C(=O)OCC#N)O,100985363,C1=CC=C(C(=C1)CC2=CC=C(C=C2)C[C@@H](C(=O)OCC#N)O)[N+](=O)[O-],100985366
NIBR_Screeningdeck_2019,cyano_imine,[#7](-[#1])-[#7]=[#6](-[#6]#[#7])-[#6]=[!#6&!#1;!R],1,2,EXCLUDE,0,0,PAINS_B,"pan-assay interference compounds, identify promiscuious binders in alpha screen assays",literature,"Baell, J. B., & Holloway, G. A. (2010). New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays. Journal of medicinal chemistry, 53(7), 2719-2740.",2991,C1=COC(=C1)C2=C3C(=O)NN=C3N=C4C2C(=NN4)N/N=C(/C#N)\C(=O)N,100924845,CCOC(=O)NC(=O)/C(=N/NC1=CC(=C(C(=C1)I)CC2=NN(C(=O)C(=C2)C(C)C)C)Cl)/C#N,89028446,C1=CC(=CC=C1NN=C(C=O)C#N)Cl,71406579,CC(=O)C(=NNC1=CC=CC2=C1N=CC=C2)C#N,71411280,CC(C)C(=N)C(=NNC1=CN=CC=C1)C#N,71412877
NIBR_Screeningdeck_2019,cyanopyridone_2,"[#6]-,:1(=,:[#6](-,:[#6](=[#8])-,:[#7]-,:[#6](=,:[#7]-,:1)-,:[!#6&!#1])-[#6]#[#7])-[#6]",1,2,EXCLUDE,0,0,PAINS_B,"pan-assay interference compounds, identify promiscuious binders in alpha screen assays",literature,"Baell, J. B., & Holloway, G. A. (2010). New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays. Journal of medicinal chemistry, 53(7), 2719-2740.",3764,CN1C(=O)C(=C(N2C1=NC=N2)C3=CC=CC=C3)C#N,100923993,CC(=O)N(C1=NC(=C(C(=O)N1CC2=CC=CC=C2)C#N)C3=CC=CC=C3)/N=C\C4=CC=CC=C4,100923995,CCCC1=C(C(=O)N=C(N1)SCC(=O)NCCCC(=O)O)C#N,39182624,CCOC(=O)C(C=O)(C1CC1C2=C(C(=O)N=C(N2)SCC3=C(C(=CC=C3)F)F)C#N)N,87583067,CCCSC1=NC(=O)C(=C(N1)C2=CC=CO2)C#N,17434390
